3764	3767	pg_catalog	pg_ts_template	pg_ts_template_oid_index	0	0	0
1247	2703	pg_catalog	pg_type	pg_type_oid_index	28687	28547	28546
1247	2704	pg_catalog	pg_type	pg_type_typname_nsp_index	16994	16844	16817
2328	112	pg_catalog	pg_foreign_data_wrapper	pg_foreign_data_wrapper_oid_index	0	0	0
2328	548	pg_catalog	pg_foreign_data_wrapper	pg_foreign_data_wrapper_name_index	0	0	0
1417	113	pg_catalog	pg_foreign_server	pg_foreign_server_oid_index	0	0	0
1417	549	pg_catalog	pg_foreign_server	pg_foreign_server_name_index	0	0	0
1418	174	pg_catalog	pg_user_mapping	pg_user_mapping_oid_index	0	0	0
1418	175	pg_catalog	pg_user_mapping	pg_user_mapping_user_server_index	0	0	0
11449	11451	pg_toast	pg_toast_11447	pg_toast_11447_index	0	0	0
11454	11456	pg_toast	pg_toast_11452	pg_toast_11452_index	0	0	0
11459	11461	pg_toast	pg_toast_11457	pg_toast_11457_index	0	0	0
11464	11466	pg_toast	pg_toast_11462	pg_toast_11462_index	0	0	0
11469	11471	pg_toast	pg_toast_11467	pg_toast_11467_index	0	0	0
11474	11476	pg_toast	pg_toast_11472	pg_toast_11472_index	0	0	0
11479	11481	pg_toast	pg_toast_11477	pg_toast_11477_index	0	0	0
